Period,FDCP,Gross Salary
2016-06-30,32428|9|3|1340,0.0
2016-06-30,32962|0|1|102,1891.05
2016-06-30,32962|0|1|105,0.0
2016-06-30,32962|0|1|113,0.0
2016-06-30,32962|0|1|115,0.0
2016-06-30,32962|0|1|119,2491.2
2016-06-30,32962|0|1|120,2378.76
2016-06-30,32962|0|1|122,1818.86
2016-06-30,32962|0|1|123,2274.96
2016-06-30,32962|0|1|24,2602.46
2016-06-30,32962|0|1|26,1409.56
2016-06-30,32962|0|1|27,1238.62
2016-06-30,32962|0|1|29,2607.2
2016-06-30,32962|0|1|32,1880.8
2016-06-30,32962|0|1|34,1181.01
2016-06-30,32962|0|1|38,0.0
2016-06-30,32962|0|1|39,2314.08
2016-06-30,32962|0|1|40,1998.42
2016-06-30,32962|0|1|41,3112.77
2016-06-30,32962|0|1|42,2418.56
2016-06-30,32962|0|1|43,2868.86
2016-06-30,32962|0|1|44,2105.74
2016-06-30,32962|0|1|45,2931.11
2016-06-30,32962|0|1|46,2702.0
2016-06-30,32962|0|1|49,0.0
2016-06-30,32962|0|1|50,0.0
2016-06-30,32962|0|3|1,2248.52
2016-06-30,32962|0|3|10,3453.39
2016-06-30,32962|0|3|117,0.0
2016-06-30,32962|0|3|118,1846.58
2016-06-30,32962|0|3|121,3066.52
2016-06-30,32962|0|3|15,2293.79
2016-06-30,32962|0|3|16,2078.73
2016-06-30,32962|0|3|17,2001.46
2016-06-30,32962|0|3|18,3865.4
2016-06-30,32962|0|3|3,4365.63
2016-06-30,32962|0|3|4,2875.02
2016-06-30,35823|0|3|12,3690.79
2016-06-30,35823|0|3|130,5323.65
2016-06-30,35823|0|3|134,2692.02
2016-06-30,35823|0|3|139,2739.08
2016-06-30,35823|0|3|141,2981.07
2016-06-30,35823|0|3|2,1791.88
2016-06-30,35823|0|3|56,2388.49
2016-06-30,35823|0|3|6,3298.83
2016-06-30,35823|0|3|60,3020.15
2016-06-30,35823|0|3|76,868.13
2016-06-30,35823|0|3|80,4082.8
2016-06-30,35823|0|3|9,710.52
2016-06-30,39398|0|1|1,3121.04
2016-06-30,39398|0|1|13,3024.71
2016-06-30,39398|0|1|16,2379.0
2016-06-30,39398|0|1|17,2935.82
2016-06-30,39398|0|1|2,3217.3500000000004
2016-06-30,39398|0|1|20,2874.32
2016-06-30,39398|0|1|214,2275.1
2016-06-30,39398|0|1|217,2741.2
2016-06-30,39398|0|1|223,0.0
2016-06-30,39398|0|1|228,2753.6
2016-06-30,39398|0|1|239,2738.25
2016-06-30,39398|0|1|252,2648.3
2016-06-30,39398|0|1|257,2408.12
2016-06-30,39398|0|1|258,2781.04
2016-06-30,39398|0|1|264,2722.89
2016-06-30,39398|0|1|281,2497.47
2016-06-30,39398|0|1|283,1886.71
2016-06-30,39398|0|1|286,2970.8
2016-06-30,39398|0|1|29,3073.87
2016-06-30,39398|0|1|290,2542.07
2016-06-30,39398|0|1|292,2662.28
2016-06-30,39398|0|1|293,2579.08
2016-06-30,39398|0|1|294,2579.08
2016-06-30,39398|0|1|295,2440.42
2016-06-30,39398|0|1|30,0.0
2016-06-30,39398|0|1|303,2578.33
2016-06-30,39398|0|1|304,2707.01
2016-06-30,39398|0|1|306,2275.77
2016-06-30,39398|0|1|314,2811.24
2016-06-30,39398|0|1|317,2616.39
2016-06-30,39398|0|1|321,2662.27
2016-06-30,39398|0|1|326,0.0
2016-06-30,39398|0|1|327,2503.2
2016-06-30,39398|0|1|328,2458.19
2016-06-30,39398|0|1|329,2446.34
2016-06-30,39398|0|1|335,2499.06
2016-06-30,39398|0|1|340,2611.32
2016-06-30,39398|0|1|345,2513.28
2016-06-30,39398|0|1|349,2538.6
2016-06-30,39398|0|1|351,2668.58
2016-06-30,39398|0|1|355,2383.11
2016-06-30,39398|0|1|369,3162.96
2016-06-30,39398|0|1|372,2635.72
2016-06-30,39398|0|1|373,538.55
2016-06-30,39398|0|1|374,2492.47
2016-06-30,39398|0|1|375,2397.76
2016-06-30,39398|0|1|377,2502.75
2016-06-30,39398|0|1|378,2356.17
2016-06-30,39398|0|1|379,2519.39
2016-06-30,39398|0|1|380,2445.74
2016-06-30,39398|0|1|41,2659.38
2016-06-30,39398|0|1|54,0.0
2016-06-30,39398|0|1|56,3318.42
2016-06-30,39398|0|1|58,2538.48
2016-06-30,39398|0|1|61,1977.12
2016-06-30,39398|0|1|62,1937.72
2016-06-30,39398|0|1|64,2664.21
2016-06-30,39398|0|1|66,2521.2
2016-06-30,39398|0|1|78,2557.79
2016-06-30,39398|0|1|83,3005.87
2016-06-30,39398|0|1|98,1791.15
2016-06-30,39398|0|3|104,5153.6900000000005
2016-06-30,39398|0|3|107,4265.35
2016-06-30,39398|0|3|111,4701.87
2016-06-30,39398|0|3|115,2725.14
2016-06-30,39398|0|3|118,3747.28
2016-06-30,39398|0|3|119,0.0
2016-06-30,39398|0|3|120,3456.54
2016-06-30,39398|0|3|123,4742.78
2016-06-30,39398|0|3|270,2750.45
2016-06-30,39398|0|3|285,3500.0
2016-06-30,39398|0|3|296,2383.07
2016-06-30,39398|0|3|300,3443.4700000000003
2016-06-30,39398|0|3|342,3060.0
2016-06-30,39398|0|3|358,2750.0
2016-06-30,39398|0|3|359,4300.0
2016-06-30,39398|1|1|324,0.0
2016-06-30,39398|1|1|330,0.0
2016-06-30,39398|1|1|341,0.0
2016-06-30,39398|1|1|344,0.0
2016-06-30,39398|1|1|352,0.0
2016-06-30,39398|1|1|368,0.0
2016-06-30,39398|1|1|371,0.0
2016-06-30,39398|1|1|381,0.0
2016-06-30,39398|1|1|382,0.0
2016-06-30,39398|1|1|383,0.0
2016-06-30,39398|1|3|348,0.0
2016-06-30,39917|0|1|157,1713.73
2016-06-30,39917|0|1|198,1245.45
2016-06-30,39917|0|1|20,1092.05
2016-06-30,39917|0|1|22,1408.35
2016-06-30,39917|0|1|221,1310.62
2016-06-30,39917|0|1|27,0.0
2016-06-30,39917|0|1|31,2128.02
2016-06-30,39917|0|1|90090,1595.69
2016-06-30,39917|0|1|90169,1289.04
2016-06-30,39917|0|1|90188,1365.23
2016-06-30,39917|0|3|11,2607.64
2016-06-30,39917|0|3|252,0.0
2016-06-30,39917|0|3|256,1662.59
2016-06-30,39917|0|3|257,3055.63
2016-06-30,39917|0|3|32,3131.77
2016-06-30,39917|0|3|7,0.0
2016-06-30,39917|0|3|90036,0.0
2016-06-30,39917|0|3|90040,2060.37
2016-06-30,39917|0|3|90041,1625.59
2016-06-30,39917|0|3|90043,2185.54
2016-06-30,39917|0|3|90045,3008.31
2016-06-30,39917|0|3|90049,1789.8
2016-06-30,39917|0|3|90052,2150.24
2016-06-30,39917|0|3|90056,2166.31
2016-06-30,39917|0|3|90081,2173.72
2016-06-30,39917|0|3|90106,109.32
2016-06-30,39917|0|3|90115,2176.41
2016-06-30,39917|0|3|90131,0.0
2016-06-30,39917|0|3|90134,0.0
2016-06-30,39917|0|3|90137,0.0
2016-06-30,39917|0|3|90149,0.0
2016-06-30,39917|0|3|90151,3090.53
2016-06-30,39917|0|3|90152,2652.59
2016-06-30,39917|0|3|90163,2847.99
2016-06-30,39917|0|3|90177,2460.36
2016-06-30,39917|0|3|90185,4032.8
2016-06-30,39917|0|3|90187,3147.18
2016-06-30,39917|0|3|90195,1413.28
2016-06-30,39917|0|3|90197,1982.54
2016-06-30,39917|0|3|90200,1852.12
2016-06-30,39917|0|3|90203,2992.13
2016-06-30,39917|0|3|90206,1342.86
2016-06-30,39917|0|3|90208,1891.37
2016-06-30,39917|0|3|90212,2179.59
2016-06-30,39917|0|3|90216,3047.86
2016-06-30,39917|0|3|90220,1912.48
2016-06-30,39917|0|3|90222,0.0
2016-06-30,39917|0|3|90233,2019.53
2016-06-30,39917|0|3|90235,0.0
2016-06-30,39917|0|3|90236,1948.28
2016-06-30,39917|0|3|90237,1159.56
2016-06-30,39917|0|3|90245,550.59
2016-06-30,39917|0|3|90246,1937.36
2016-06-30,39917|0|3|90248,705.56
2016-06-30,39917|0|3|90249,1798.86
2016-06-30,39917|0|3|90250,0.0
2016-06-30,39917|0|3|90252,2749.46
2016-06-30,39917|0|3|90253,1836.78
2016-06-30,39917|0|3|90254,3272.79
2016-06-30,39917|0|3|90255,2928.97
2016-06-30,43838|0|1|1000,2429.6
2016-06-30,43838|0|1|1001,788.37
2016-06-30,43838|0|1|1006,1301.82
2016-06-30,43838|0|1|1008,2426.3199999999997
2016-06-30,43838|0|1|1017,370.6
2016-06-30,43838|0|1|1020,2346.2
2016-06-30,43838|0|1|1021,2242.9399999999996
2016-06-30,43838|0|1|1025,2610.87
2016-06-30,43838|0|1|1030,2465.83
2016-06-30,43838|0|1|1032,2517.76
2016-06-30,43838|0|1|1036,1174.46
2016-06-30,43838|0|1|1045,2394.45
2016-06-30,43838|0|1|1046,2311.82
2016-06-30,43838|0|1|1047,3439.38
2016-06-30,43838|0|1|1048,3239.54
2016-06-30,43838|0|1|1049,4528.0
2016-06-30,43838|0|1|1052,851.69
2016-06-30,43838|0|1|1053,1278.5500000000002
2016-06-30,43838|0|1|1058,2870.47
2016-06-30,43838|0|1|1059,2110.41
2016-06-30,43838|0|1|1060,2264.03
2016-06-30,43838|0|1|1061,2565.51
2016-06-30,43838|0|1|1062,1843.24
2016-06-30,43838|0|1|1063,2282.16
2016-06-30,43838|0|1|1069,2359.14
2016-06-30,43838|0|1|1070,2689.96
2016-06-30,43838|0|1|1071,1582.8
2016-06-30,43838|0|1|1073,886.75
2016-06-30,43838|0|1|1074,2552.3999999999996
2016-06-30,43838|0|1|1076,2323.32
2016-06-30,43838|0|1|1077,2512.41
2016-06-30,43838|0|1|1078,2720.89
2016-06-30,43838|0|1|1079,2385.7799999999997
2016-06-30,43838|0|1|1080,2283.59
2016-06-30,43838|0|1|1081,1836.8300000000002
2016-06-30,43838|0|1|1083,759.45
2016-06-30,43838|0|1|1084,1944.31
2016-06-30,43838|0|1|1085,1711.1100000000001
2016-06-30,43838|0|1|1086,2152.45
2016-06-30,43838|0|1|1087,2602.9
2016-06-30,43838|0|1|1088,2666.95
2016-06-30,43838|0|1|1089,1055.49
2016-06-30,43838|0|1|1090,1369.0300000000002
2016-06-30,43838|0|1|1091,2539.58
2016-06-30,43838|0|1|1092,1526.9199999999998
2016-06-30,43838|0|1|1093,2472.51
2016-06-30,43838|0|1|1097,2241.62
2016-06-30,43838|0|1|1098,2226.6800000000003
2016-06-30,43838|0|1|1102,2097.67
2016-06-30,43838|0|1|1103,1024.62
2016-06-30,43838|0|1|1106,1797.4399999999998
2016-06-30,43838|0|1|1110,2664.59
2016-06-30,43838|0|1|1113,2460.9
2016-06-30,43838|0|1|1119,2718.2000000000003
2016-06-30,43838|0|1|1120,2257.5600000000004
2016-06-30,43838|0|1|1121,2017.47
2016-06-30,43838|0|1|1123,2060.38
2016-06-30,43838|0|1|1124,2009.4799999999998
2016-06-30,43838|0|1|1125,2188.01
2016-06-30,43838|0|1|1127,2107.2400000000002
2016-06-30,43838|0|1|1128,1616.1
2016-06-30,43838|0|1|1129,1966.6
2016-06-30,43838|0|1|1130,1835.57
2016-06-30,43838|0|1|1131,2168.14
2016-06-30,43838|0|1|1132,0.0
2016-06-30,43838|0|1|1133,2296.2200000000003
2016-06-30,43838|0|1|1134,2832.7
2016-06-30,43838|0|1|1137,2055.73
2016-06-30,43838|0|1|323,0.0
2016-06-30,43838|0|1|343,2473.4300000000003
2016-06-30,43838|0|1|345,0.0
2016-06-30,43838|0|1|373,1816.6599999999999
2016-06-30,43838|0|1|376,100.0
2016-06-30,43838|0|1|379,2812.08
2016-06-30,43838|0|1|408,1545.67
2016-06-30,43838|0|1|410,2334.98
2016-06-30,43838|0|1|413,2411.39
2016-06-30,43838|0|1|416,2639.48
2016-06-30,43838|0|1|423,2947.25
2016-06-30,43838|0|1|424,0.0
2016-06-30,43838|0|1|430,1673.77
2016-06-30,43838|0|1|435,1928.0500000000002
2016-06-30,43838|0|1|436,2487.75
2016-06-30,43838|0|1|441,1374.59
2016-06-30,43838|0|1|445,2332.29
2016-06-30,43838|0|1|446,1992.65
2016-06-30,43838|0|1|452,0.0
2016-06-30,43838|0|1|454,2746.9
2016-06-30,43838|0|1|458,0.0
2016-06-30,43838|0|1|459,0.0
2016-06-30,43838|0|1|463,1803.4099999999999
2016-06-30,43838|0|1|466,2485.14
2016-06-30,43838|0|1|469,2213.89
2016-06-30,43838|0|1|472,0.0
2016-06-30,43838|0|1|480,1673.73
2016-06-30,43838|0|1|484,2135.56
2016-06-30,43838|0|1|491,2557.26
2016-06-30,43838|0|1|494,99.16
2016-06-30,43838|0|1|497,2027.67
2016-06-30,43838|0|1|514,323.44
2016-06-30,43838|0|1|531,2139.38
2016-06-30,43838|0|1|557,2300.42
2016-06-30,43838|0|1|600,2749.4300000000003
2016-06-30,43838|0|1|605,1851.82
2016-06-30,43838|0|1|610,2735.98
2016-06-30,43838|0|1|612,2579.98
2016-06-30,43838|0|1|617,2154.39
2016-06-30,43838|0|1|618,2577.4500000000003
2016-06-30,43838|0|1|619,2425.75
2016-06-30,43838|0|1|620,1806.2
2016-06-30,43838|0|1|623,1925.1
2016-06-30,43838|0|1|624,1937.91
2016-06-30,43838|0|1|628,1520.13
2016-06-30,43838|0|1|632,2238.53
2016-06-30,43838|0|1|633,2640.25
2016-06-30,43838|0|1|638,2455.18
2016-06-30,43838|0|1|639,2336.6
2016-06-30,43838|0|1|641,0.0
2016-06-30,43838|0|1|642,1623.9
2016-06-30,43838|0|1|646,2283.24
2016-06-30,43838|0|1|647,1494.67
2016-06-30,43838|0|1|649,2619.15
2016-06-30,43838|0|1|651,2247.68
2016-06-30,43838|0|1|654,0.0
2016-06-30,43838|0|1|655,2378.1
2016-06-30,43838|0|1|662,1712.1799999999998
2016-06-30,43838|0|1|664,0.0
2016-06-30,43838|0|1|676,2368.58
2016-06-30,43838|0|1|678,541.75
2016-06-30,43838|0|1|683,1963.34
2016-06-30,43838|0|1|684,2387.6400000000003
2016-06-30,43838|0|1|685,2059.4700000000003
2016-06-30,43838|0|1|687,1849.11
2016-06-30,43838|0|1|689,2312.42
2016-06-30,43838|0|1|690,2077.27
2016-06-30,43838|0|1|691,2197.99
2016-06-30,43838|0|1|693,2955.72
2016-06-30,43838|0|1|694,2974.8500000000004
2016-06-30,43838|0|1|697,2744.07
2016-06-30,43838|0|1|702,1653.83
2016-06-30,43838|0|1|703,1397.0
2016-06-30,43838|0|1|714,1489.0
2016-06-30,43838|0|1|715,2651.68
2016-06-30,43838|0|1|717,2744.07
2016-06-30,43838|0|1|718,2511.84
2016-06-30,43838|0|1|721,2328.87
2016-06-30,43838|0|1|722,0.0
2016-06-30,43838|0|1|735,2668.33
2016-06-30,43838|0|1|736,1689.94
2016-06-30,43838|0|1|737,2441.74
2016-06-30,43838|0|1|738,2825.57
2016-06-30,43838|0|1|739,0.0
2016-06-30,43838|0|1|740,2464.63
2016-06-30,43838|0|1|741,2263.97
2016-06-30,43838|0|1|742,970.3
2016-06-30,43838|0|1|743,2223.23
2016-06-30,43838|0|1|744,2389.32
2016-06-30,43838|0|1|745,1967.89
2016-06-30,43838|0|1|747,2537.45
2016-06-30,43838|0|1|748,2545.28
2016-06-30,43838|0|1|751,2216.87
2016-06-30,43838|0|1|755,2750.62
2016-06-30,43838|0|1|756,2822.62
2016-06-30,43838|0|1|758,1933.3500000000001
2016-06-30,43838|0|1|765,2531.04
2016-06-30,43838|0|1|766,2491.3999999999996
2016-06-30,43838|0|1|769,2710.45
2016-06-30,43838|0|1|770,2604.45
2016-06-30,43838|0|1|773,2744.07
2016-06-30,43838|0|1|775,2419.08
2016-06-30,43838|0|1|776,2532.44
2016-06-30,43838|0|1|778,2634.91
2016-06-30,43838|0|1|779,1956.38
2016-06-30,43838|0|1|781,1721.9
2016-06-30,43838|0|1|783,2274.65
2016-06-30,43838|0|1|784,2117.79
2016-06-30,43838|0|1|787,0.0
2016-06-30,43838|0|1|788,2350.87
2016-06-30,43838|0|1|790,1772.15
2016-06-30,43838|0|1|793,2820.42
2016-06-30,43838|0|1|794,2506.71
2016-06-30,43838|0|1|796,0.0
2016-06-30,43838|0|1|798,2353.65
2016-06-30,43838|0|1|804,2111.75
2016-06-30,43838|0|1|815,0.0
2016-06-30,43838|0|1|825,1131.7
2016-06-30,43838|0|1|827,2567.5
2016-06-30,43838|0|1|834,2537.88
2016-06-30,43838|0|1|839,2225.6400000000003
2016-06-30,43838|0|1|840,2205.17
2016-06-30,43838|0|1|845,2284.25
2016-06-30,43838|0|1|847,1809.3899999999999
2016-06-30,43838|0|1|850,0.0
2016-06-30,43838|0|1|851,1520.13
2016-06-30,43838|0|1|854,1823.78
2016-06-30,43838|0|1|859,100.0
2016-06-30,43838|0|1|860,2331.41
2016-06-30,43838|0|1|861,1457.2
2016-06-30,43838|0|1|862,100.0
2016-06-30,43838|0|1|864,2596.37
2016-06-30,43838|0|1|865,1185.92
2016-06-30,43838|0|1|866,1986.37
2016-06-30,43838|0|1|873,2299.6499999999996
2016-06-30,43838|0|1|874,1721.03
2016-06-30,43838|0|1|877,1330.8
2016-06-30,43838|0|1|878,741.88
2016-06-30,43838|0|1|880,1448.44
2016-06-30,43838|0|1|890,1819.0
2016-06-30,43838|0|1|892,2451.21
2016-06-30,43838|0|1|896,2212.8199999999997
2016-06-30,43838|0|1|900,2202.12
2016-06-30,43838|0|1|90037,2452.8999999999996
2016-06-30,43838|0|1|90075,2916.9700000000003
2016-06-30,43838|0|1|90108,1504.98
2016-06-30,43838|0|1|906,2184.07
2016-06-30,43838|0|1|908,2418.1
2016-06-30,43838|0|1|909,970.3
2016-06-30,43838|0|1|911,100.0
2016-06-30,43838|0|1|912,2243.82
2016-06-30,43838|0|1|915,2333.1800000000003
2016-06-30,43838|0|1|919,2743.7000000000003
2016-06-30,43838|0|1|920,2338.16
2016-06-30,43838|0|1|921,1662.72
2016-06-30,43838|0|1|923,1761.19
2016-06-30,43838|0|1|924,242.58
2016-06-30,43838|0|1|926,2780.05
2016-06-30,43838|0|1|928,2619.88
2016-06-30,43838|0|1|933,116.23
2016-06-30,43838|0|1|934,2196.2
2016-06-30,43838|0|1|935,2257.1200000000003
2016-06-30,43838|0|1|938,2169.7
2016-06-30,43838|0|1|939,2582.4
2016-06-30,43838|0|1|941,2676.5
2016-06-30,43838|0|1|942,2212.83
2016-06-30,43838|0|1|945,2095.1
2016-06-30,43838|0|1|946,1941.1
2016-06-30,43838|0|1|947,2227.0499999999997
2016-06-30,43838|0|1|948,2125.29
2016-06-30,43838|0|1|950,2577.25
2016-06-30,43838|0|1|954,2888.2200000000003
2016-06-30,43838|0|1|956,1835.48
2016-06-30,43838|0|1|957,2219.3
2016-06-30,43838|0|1|961,2225.56
2016-06-30,43838|0|1|962,2272.21
2016-06-30,43838|0|1|965,100.0
2016-06-30,43838|0|1|968,1328.3
2016-06-30,43838|0|1|969,2048.4300000000003
2016-06-30,43838|0|1|971,2827.25
2016-06-30,43838|0|1|973,2549.5099999999998
2016-06-30,43838|0|1|974,1591.5500000000002
2016-06-30,43838|0|1|975,2076.33
2016-06-30,43838|0|1|976,2692.59
2016-06-30,43838|0|1|977,1487.96
2016-06-30,43838|0|1|978,2919.85
2016-06-30,43838|0|1|981,2010.67
2016-06-30,43838|0|1|983,2556.91
2016-06-30,43838|0|1|985,923.41
2016-06-30,43838|0|1|988,1867.8
2016-06-30,43838|0|1|990,760.08
2016-06-30,43838|0|1|991,1089.91
2016-06-30,43838|0|1|994,2611.8
2016-06-30,43838|0|1|996,2860.88
2016-06-30,43838|0|1|998,2248.13
2016-06-30,43838|0|1|999,2170.3
2016-06-30,43838|0|3|1067,2700.0
2016-06-30,43838|0|3|429,7929.23
2016-06-30,43838|0|3|447,3979.53
2016-06-30,43838|0|3|487,16793.61
2016-06-30,43838|0|3|508,3278.0
2016-06-30,43838|0|3|564,3250.0
2016-06-30,43838|0|3|686,2948.17
2016-06-30,43838|0|3|960,6050.0
2016-06-30,43838|0|3|970,2700.0
2016-06-30,43838|0|3|987,2750.0
2016-06-30,43838|1|3|1024,2280.42
2016-06-30,43838|1|3|1055,3006.87
2016-06-30,43838|1|3|724,0.0
2016-06-30,43838|1|3|726,3101.85
2016-06-30,43838|1|3|727,3112.0
2016-06-30,43838|1|3|728,3044.04
2016-06-30,43838|1|3|729,2799.4300000000003
2016-06-30,43838|1|3|731,3638.03
2016-06-30,43838|1|3|732,2410.33
2016-06-30,43838|1|3|995,2805.47
2016-06-30,480|0|1|198,1888.61
2016-06-30,480|0|1|229,2104.69
2016-06-30,480|0|1|249,2232.92
2016-06-30,480|0|1|253,2242.87
2016-06-30,480|0|1|254,2343.29
2016-06-30,480|0|1|255,2729.13
2016-06-30,480|0|1|301,2315.85
2016-06-30,480|0|1|304,2315.85
2016-06-30,480|0|1|308,2105.03
2016-06-30,480|0|1|313,2136.37
2016-06-30,480|0|1|316,2226.0
2016-06-30,480|0|1|491,0.0
2016-06-30,480|0|3|234,3279.41
2016-06-30,480|0|3|244,2680.21
2016-06-30,480|0|3|245,2775.0899999999997
2016-06-30,480|0|3|282,3885.45
2016-06-30,480|0|3|283,3184.84
2016-06-30,480|0|3|284,4063.03
2016-06-30,480|0|3|291,4435.35
2016-06-30,480|0|3|293,3971.7
2016-06-30,480|0|3|296,2260.94
2016-06-30,480|0|3|300,4483.01
2016-06-30,480|0|3|309,3564.19
2016-06-30,480|0|3|311,2810.97
2016-06-30,480|0|3|312,4303.6900000000005
2016-06-30,480|0|3|314,2651.78
2016-06-30,480|0|3|315,4601.78
2016-06-30,480|0|3|317,2613.96
2016-06-30,480|0|3|45,3417.71
2016-06-30,480|0|3|46,0.0
2016-06-30,480|0|3|49,3441.45
2016-06-30,480|0|3|490,3511.08
2016-06-30,480|0|3|494,3091.58
2016-06-30,480|0|3|68,3193.06
2016-06-30,480|0|3|9225,4480.0
2016-06-30,480|0|3|9228,4410.24
2016-06-30,48568|0|3|10002,0.0
2016-06-30,48568|0|3|10008,1703.0
2016-06-30,48568|0|3|10053,1491.18
2016-06-30,48568|0|3|1049,1692.7
2016-06-30,48568|0|3|1060,8.0
2016-06-30,48568|0|3|1070,1904.5900000000001
2016-06-30,48568|0|3|10969,2112.94
2016-06-30,48568|0|3|11016,1482.83
2016-06-30,48568|0|3|1104,78.71
2016-06-30,48568|0|3|11115,1127.37
2016-06-30,48568|0|3|11125,1792.8300000000002
2016-06-30,48568|0|3|1135,1166.6299999999999
2016-06-30,48568|0|3|1163,74.28
2016-06-30,48568|0|3|11714,1888.14
2016-06-30,48568|0|3|11718,1599.65
2016-06-30,48568|0|3|11781,1713.87
2016-06-30,48568|0|3|1181,798.6999999999999
2016-06-30,48568|0|3|12186,1723.58
2016-06-30,48568|0|3|1220,2064.91
2016-06-30,48568|0|3|12337,1471.75
2016-06-30,48568|0|3|12593,1779.94
2016-06-30,48568|0|3|1263,1421.0500000000002
2016-06-30,48568|0|3|13015,1344.54
2016-06-30,48568|0|3|13236,1521.26
2016-06-30,48568|0|3|13257,1403.77
2016-06-30,48568|0|3|13288,2173.7599999999998
2016-06-30,48568|0|3|1382,1487.61
2016-06-30,48568|0|3|1432,1100.94
2016-06-30,48568|0|3|14338,2221.64
2016-06-30,48568|0|3|14339,2125.58
2016-06-30,48568|0|3|14342,101.37
2016-06-30,48568|0|3|14549,2266.48
2016-06-30,48568|0|3|14555,1910.43
2016-06-30,48568|0|3|14672,1871.8000000000002
2016-06-30,48568|0|3|1495,95.19
2016-06-30,48568|0|3|1501,1284.28
2016-06-30,48568|0|3|15591,2039.85
2016-06-30,48568|0|3|15628,1155.9299999999998
2016-06-30,48568|0|3|15693,1551.4
2016-06-30,48568|0|3|15703,112.95
2016-06-30,48568|0|3|15704,1816.23
2016-06-30,48568|0|3|15722,1385.5
2016-06-30,48568|0|3|15752,1313.79
2016-06-30,48568|0|3|15768,1777.1599999999999
2016-06-30,48568|0|3|15775,2395.34
2016-06-30,48568|0|3|15783,1263.43
2016-06-30,48568|0|3|15785,1840.58
2016-06-30,48568|0|3|15787,1665.74
2016-06-30,48568|0|3|15791,1206.3100000000002
2016-06-30,48568|0|3|15800,1559.5
2016-06-30,48568|0|3|15801,1490.97
2016-06-30,48568|0|3|15835,1690.4299999999998
2016-06-30,48568|0|3|1584,1799.36
2016-06-30,48568|0|3|15840,1813.56
2016-06-30,48568|0|3|15852,1378.5700000000002
2016-06-30,48568|0|3|15854,1509.92
2016-06-30,48568|0|3|15857,2115.08
2016-06-30,48568|0|3|15868,1775.17
2016-06-30,48568|0|3|15871,1752.44
2016-06-30,48568|0|3|15873,66.76
2016-06-30,48568|0|3|15875,1252.14
2016-06-30,48568|0|3|15876,0.0
2016-06-30,48568|0|3|15883,1354.67
2016-06-30,48568|0|3|15885,1620.02
2016-06-30,48568|0|3|15889,1937.78
2016-06-30,48568|0|3|1589,114.94
2016-06-30,48568|0|3|15896,0.0
2016-06-30,48568|0|3|15902,1638.21
2016-06-30,48568|0|3|15906,1848.05
2016-06-30,48568|0|3|15914,2087.93
2016-06-30,48568|0|3|15916,1254.53
2016-06-30,48568|0|3|15926,1816.05
2016-06-30,48568|0|3|1595,1934.3300000000002
2016-06-30,48568|0|3|15981,1951.07
2016-06-30,48568|0|3|16031,1600.68
2016-06-30,48568|0|3|16033,2182.06
2016-06-30,48568|0|3|16035,1998.8799999999999
2016-06-30,48568|0|3|1612,1890.13
2016-06-30,48568|0|3|1623,1344.96
2016-06-30,48568|0|3|1643,1739.17
2016-06-30,48568|0|3|16446,1760.24
2016-06-30,48568|0|3|16472,1855.68
2016-06-30,48568|0|3|16565,2097.42
2016-06-30,48568|0|3|16588,1542.5700000000002
2016-06-30,48568|0|3|16701,0.0
2016-06-30,48568|0|3|1679,1309.12
2016-06-30,48568|0|3|16883,65.11
2016-06-30,48568|0|3|16899,2040.6299999999999
2016-06-30,48568|0|3|1695,1486.19
2016-06-30,48568|0|3|1704,2194.43
2016-06-30,48568|0|3|17105,1474.18
2016-06-30,48568|0|3|17141,1444.45
2016-06-30,48568|0|3|17195,1358.2099999999998
2016-06-30,48568|0|3|17199,1230.26
2016-06-30,48568|0|3|17208,1710.6299999999999
2016-06-30,48568|0|3|17223,1809.03
2016-06-30,48568|0|3|17410,1604.16
2016-06-30,48568|0|3|17471,1939.7800000000002
2016-06-30,48568|0|3|17600,1473.8999999999999
2016-06-30,48568|0|3|17617,1718.4199999999998
2016-06-30,48568|0|3|17822,1518.3899999999999
2016-06-30,48568|0|3|1794,1783.3100000000002
2016-06-30,48568|0|3|1822,799.6899999999999
2016-06-30,48568|0|3|1828,91.11
2016-06-30,48568|0|3|1843,1552.25
2016-06-30,48568|0|3|18445,1925.93
2016-06-30,48568|0|3|18462,1886.78
2016-06-30,48568|0|3|18483,1628.5800000000002
2016-06-30,48568|0|3|18486,100.72
2016-06-30,48568|0|3|18729,1441.17
2016-06-30,48568|0|3|18790,1458.75
2016-06-30,48568|0|3|18791,757.7099999999999
2016-06-30,48568|0|3|18792,1564.46
2016-06-30,48568|0|3|18803,2263.5
2016-06-30,48568|0|3|18807,2056.34
2016-06-30,48568|0|3|18835,2029.43
2016-06-30,48568|0|3|18906,1764.21
2016-06-30,48568|0|3|18948,1341.8999999999999
2016-06-30,48568|0|3|19028,0.0
2016-06-30,48568|0|3|19159,1131.3300000000002
2016-06-30,48568|0|3|19182,1587.82
2016-06-30,48568|0|3|19433,1550.51
2016-06-30,48568|0|3|19467,2091.5499999999997
2016-06-30,48568|0|3|1958,2178.81
2016-06-30,48568|0|3|19655,1010.6099999999999
2016-06-30,48568|0|3|20043,1575.74
2016-06-30,48568|0|3|20152,1895.38
2016-06-30,48568|0|3|20153,1684.71
2016-06-30,48568|0|3|20211,1379.75
